id,nom,latitude,longitude
MEDECINS_80,Medecins 80,48.8817244787965,2.3217348588772304
MEDECINS_81,Medecins 81,48.85157087544972,2.2856494265057146
MEDECINS_82,Medecins 82,48.87252366122464,2.284350130907107
MEDECINS_83,Medecins 83,48.87837652272888,2.370135406525601
MEDECINS_84,Medecins 84,48.8335540085949,2.425334030202309
MEDECINS_85,Medecins 85,48.82708446594482,2.367840255840687
MEDECINS_86,Medecins 86,48.89022909037875,2.359721632598438
MEDECINS_87,Medecins 87,48.838120568014254,2.2812314398388622
MEDECINS_88,Medecins 88,48.854473154154874,2.33812123283247
MEDECINS_89,Medecins 89,48.84160078555389,2.3640298966010387
MEDECINS_90,Medecins 90,48.883502051104536,2.3703194577386824
MEDECINS_91,Medecins 91,48.82292801617941,2.4101552585376624
MEDECINS_92,Medecins 92,48.88746013375944,2.275950284162245
MEDECINS_93,Medecins 93,48.83967989180826,2.3614705848373276
MEDECINS_94,Medecins 94,48.882708624730114,2.3074647518881393
MEDECINS_95,Medecins 95,48.83370189326731,2.2940355828878833
MEDECINS_96,Medecins 96,48.83465160106571,2.3855112862176897
MEDECINS_97,Medecins 97,48.87120175360687,2.355596925919663
MEDECINS_98,Medecins 98,48.857142617346675,2.4203740505081166
MEDECINS_99,Medecins 99,48.837988614729476,2.4177456962068145
MEDECINS_100,Medecins 100,48.84842955736705,2.3321114423177494
MEDECINS_101,Medecins 101,48.86144767729862,2.3922120827745865
MEDECINS_102,Medecins 102,48.823368107496094,2.3957359440565154
MEDECINS_103,Medecins 103,48.86677966012272,2.3903619836794103
MEDECINS_104,Medecins 104,48.870999550181374,2.353399596538435
MEDECINS_105,Medecins 105,48.857387295126145,2.3442316654475226
MEDECINS_106,Medecins 106,48.83785717518955,2.28634231966115
MEDECINS_107,Medecins 107,48.88479336430399,2.288446212627929
MEDECINS_108,Medecins 108,48.87426518179334,2.2730805190735195
MEDECINS_109,Medecins 109,48.83103615679366,2.2780261065065996
MEDECINS_110,Medecins 110,48.891141699778125,2.3060667835870245
MEDECINS_111,Medecins 111,48.889525976767565,2.388781305220956
MEDECINS_112,Medecins 112,48.83788884518793,2.423685712439445
MEDECINS_113,Medecins 113,48.81737901403683,2.4097672436751383
MEDECINS_114,Medecins 114,48.86110873930667,2.3644813710280355
MEDECINS_115,Medecins 115,48.855151017946234,2.4158655109754053
MEDECINS_116,Medecins 116,48.85178721566649,2.372732369599989
MEDECINS_117,Medecins 117,48.855487018536344,2.3155240960011243
MEDECINS_118,Medecins 118,48.85452515736173,2.400853843248345
MEDECINS_119,Medecins 119,48.8320211541902,2.3755543714729668
MEDECINS_120,Medecins 120,48.888697755141706,2.409759994285116
MEDECINS_121,Medecins 121,48.88989986907656,2.38520703273127
MEDECINS_122,Medecins 122,48.8952736837039,2.30472458002154
MEDECINS_123,Medecins 123,48.84712041972103,2.423692365309749
MEDECINS_124,Medecins 124,48.837493041775325,2.2780603715960397
MEDECINS_125,Medecins 125,48.837942574750215,2.3415589395282828
MEDECINS_126,Medecins 126,48.85491645566622,2.381046942141002
MEDECINS_127,Medecins 127,48.88776205389638,2.2940827601827833
MEDECINS_128,Medecins 128,48.84333642813135,2.3099211751566635
MEDECINS_129,Medecins 129,48.891799791925884,2.294985876847258
MEDECINS_130,Medecins 130,48.86238131491961,2.3290138522512396
MEDECINS_131,Medecins 131,48.838138911588516,2.3137518371236294
MEDECINS_132,Medecins 132,48.855462547750726,2.2870199363268426
MEDECINS_133,Medecins 133,48.8896699034977,2.36580429961548
MEDECINS_134,Medecins 134,48.88265288601241,2.2753274799175167
MEDECINS_135,Medecins 135,48.83215711808458,2.348869994693049
MEDECINS_136,Medecins 136,48.825836092087975,2.3878048798490155
MEDECINS_137,Medecins 137,48.84478696388005,2.329285920350718
MEDECINS_138,Medecins 138,48.8843633935449,2.277670706338006
MEDECINS_139,Medecins 139,48.87283144842418,2.3285613779549346
MEDECINS_140,Medecins 140,48.889151689055765,2.4099999787183903
MEDECINS_141,Medecins 141,48.86475240990622,2.3194056020090046
MEDECINS_142,Medecins 142,48.84661767552771,2.3248572409305157
MEDECINS_143,Medecins 143,48.88942898307485,2.425347908762035
MEDECINS_144,Medecins 144,48.84731355538851,2.4198344762231327
MEDECINS_145,Medecins 145,48.89401308327258,2.384774547662566
MEDECINS_146,Medecins 146,48.83854225590542,2.384077265176148
MEDECINS_147,Medecins 147,48.82100454950981,2.4309793316174186
MEDECINS_148,Medecins 148,48.870583514349185,2.3521140774622125
MEDECINS_149,Medecins 149,48.869561305019374,2.3230251173869774
MEDECINS_150,Medecins 150,48.8697498405155,2.285547423584461
MEDECINS_151,Medecins 151,48.83604789961527,2.384401123131557
MEDECINS_152,Medecins 152,48.816861624373104,2.4190126143520003
MEDECINS_153,Medecins 153,48.820237826368974,2.38611533467085
MEDECINS_154,Medecins 154,48.88859134705353,2.3356961875518363
MEDECINS_155,Medecins 155,48.887656581655406,2.2773921541618742
MEDECINS_156,Medecins 156,48.89356408347476,2.343947409302024
MEDECINS_157,Medecins 157,48.89386414616214,2.388874549037643
MEDECINS_158,Medecins 158,48.82366682342494,2.320859026309112
MEDECINS_159,Medecins 159,48.827878302213186,2.3677814273187634
MEDECINS_160,Medecins 160,48.89557105602644,2.311042642708624
MEDECINS_161,Medecins 161,48.893558709347055,2.3634785485807512
MEDECINS_162,Medecins 162,48.83066477874643,2.278716848310212
MEDECINS_163,Medecins 163,48.84058159020517,2.352222990139838
MEDECINS_164,Medecins 164,48.836270219630435,2.3970402811498133
MEDECINS_165,Medecins 165,48.81999490854833,2.3323494367044657
MEDECINS_166,Medecins 166,48.831689424454666,2.3413061727331153
MEDECINS_167,Medecins 167,48.88337738008422,2.367036228990912
MEDECINS_168,Medecins 168,48.86538505939999,2.324190537549281
MEDECINS_169,Medecins 169,48.852813465746756,2.2745974210074342
MEDECINS_170,Medecins 170,48.89390483943506,2.3834969277821663
MEDECINS_171,Medecins 171,48.82894066205782,2.404131672625466
MEDECINS_172,Medecins 172,48.85344375394567,2.2930094043231306
MEDECINS_173,Medecins 173,48.89108759411659,2.307254440619984
MEDECINS_174,Medecins 174,48.856385896904925,2.2734120827518365
MEDECINS_175,Medecins 175,48.87278711348802,2.3186410067190475
MEDECINS_176,Medecins 176,48.86733582662277,2.2791506282775185
MEDECINS_177,Medecins 177,48.830555796573734,2.2938281886830367
MEDECINS_178,Medecins 178,48.82349499075437,2.419302990234991
MEDECINS_179,Medecins 179,48.86875472237944,2.2892735431553577
MEDECINS_180,Medecins 180,48.88533338060483,2.378740527491683
MEDECINS_181,Medecins 181,48.822433066111806,2.326364277383332
MEDECINS_182,Medecins 182,48.84619628481182,2.4219528645747146
MEDECINS_183,Medecins 183,48.85828207227754,2.2787254222636184
MEDECINS_184,Medecins 184,48.83231084438324,2.2924285719512576
MEDECINS_185,Medecins 185,48.83737036711005,2.3251540522188754
MEDECINS_186,Medecins 186,48.85778410823092,2.3791139579226432
MEDECINS_187,Medecins 187,48.82822017108533,2.3149723124575874
MEDECINS_188,Medecins 188,48.86115895252204,2.4120288650569943
MEDECINS_189,Medecins 189,48.82839895911463,2.3037139160408913
MEDECINS_190,Medecins 190,48.832756046961464,2.431583830363129
MEDECINS_191,Medecins 191,48.880201500197686,2.364050601271112
MEDECINS_192,Medecins 192,48.85884342041927,2.3139311352856504
MEDECINS_193,Medecins 193,48.879257698386056,2.342180115960455
MEDECINS_194,Medecins 194,48.83480800465145,2.391158651384003
MEDECINS_195,Medecins 195,48.86199031820402,2.393638686975611
MEDECINS_196,Medecins 196,48.894926400475946,2.3860557478393205
MEDECINS_197,Medecins 197,48.81790307383694,2.3066604060529583
MEDECINS_198,Medecins 198,48.837427403165066,2.3626710893402714
MEDECINS_199,Medecins 199,48.8930294775898,2.3948028751242725
MEDECINS_200,Medecins 200,48.87725595649594,2.3097976182595277
MEDECINS_201,Medecins 201,48.818593424895546,2.2940503682641693
MEDECINS_202,Medecins 202,48.87918905256134,2.275782870155824
MEDECINS_203,Medecins 203,48.81773326768576,2.322990694270942
MEDECINS_204,Medecins 204,48.86072751420859,2.4230638663197976
MEDECINS_205,Medecins 205,48.86133779576342,2.33393049837885
MEDECINS_206,Medecins 206,48.83141986550114,2.3414611236166185
MEDECINS_207,Medecins 207,48.852566219898115,2.410866408406193
MEDECINS_208,Medecins 208,48.84857118010663,2.3681928774345553
MEDECINS_209,Medecins 209,48.826452506179166,2.3672920820222
MEDECINS_210,Medecins 210,48.883293138559594,2.308270347203269
MEDECINS_211,Medecins 211,48.8962601630711,2.3092574056699373
MEDECINS_212,Medecins 212,48.844612760708294,2.3197987806824143
MEDECINS_213,Medecins 213,48.82490953685272,2.387375711278354
MEDECINS_214,Medecins 214,48.85603686970426,2.308191925863944
MEDECINS_215,Medecins 215,48.87569807953321,2.4316518566729424
MEDECINS_216,Medecins 216,48.818277035215175,2.419870165492507
MEDECINS_217,Medecins 217,48.87352639038743,2.4135477547872206
MEDECINS_218,Medecins 218,48.853591553515386,2.342950839154155
MEDECINS_219,Medecins 219,48.88641028604182,2.3596412077578455
MEDECINS_220,Medecins 220,48.82673508515883,2.3718661350559405
MEDECINS_221,Medecins 221,48.850757856675074,2.4188833474943245
MEDECINS_222,Medecins 222,48.84487291110745,2.31203072875583
MEDECINS_223,Medecins 223,48.85699601586872,2.3861851333884756
MEDECINS_224,Medecins 224,48.83126035203391,2.298763549815917
MEDECINS_225,Medecins 225,48.8176867523664,2.2849593470790115
MEDECINS_226,Medecins 226,48.823886692299396,2.2982154126997596
MEDECINS_227,Medecins 227,48.88743745706485,2.378364504643382
MEDECINS_228,Medecins 228,48.849237128885484,2.3186424137038038
MEDECINS_229,Medecins 229,48.82397622465233,2.4152215695869383
MEDECINS_230,Medecins 230,48.849208281270776,2.3458619466269717
MEDECINS_231,Medecins 231,48.82966702120787,2.4167001716128222
MEDECINS_232,Medecins 232,48.86236481067201,2.4006670402635755
MEDECINS_233,Medecins 233,48.87856294061471,2.4266907604433516
MEDECINS_234,Medecins 234,48.83088797474471,2.3197905713691713
MEDECINS_235,Medecins 235,48.85679281483715,2.28193460311479
MEDECINS_236,Medecins 236,48.88338564650117,2.3450247773396535
MEDECINS_237,Medecins 237,48.858933437327195,2.3188776057273595
MEDECINS_238,Medecins 238,48.88369935031886,2.4205334186416825
MEDECINS_239,Medecins 239,48.868096443307905,2.319795104583871
MEDECINS_240,Medecins 240,48.87917855973045,2.283941837483628
MEDECINS_241,Medecins 241,48.86524462456206,2.3909044517722795
MEDECINS_242,Medecins 242,48.82164858528257,2.4122305209466033
MEDECINS_243,Medecins 243,48.82473175558857,2.417439829947752
MEDECINS_244,Medecins 244,48.85758732624873,2.399555246965958
MEDECINS_245,Medecins 245,48.840279055979614,2.324850257567106
MEDECINS_246,Medecins 246,48.84955595600746,2.2765240074274606
MEDECINS_247,Medecins 247,48.842725020954525,2.327925966121749
MEDECINS_248,Medecins 248,48.86749453866108,2.2886877267054264
MEDECINS_249,Medecins 249,48.88945883216018,2.3061092051843466
MEDECINS_250,Medecins 250,48.88761251375953,2.276065174359551
MEDECINS_251,Medecins 251,48.89139419363269,2.30409916510377
MEDECINS_252,Medecins 252,48.892246793999064,2.278971418113751
MEDECINS_253,Medecins 253,48.88217944786588,2.3181295691301425
MEDECINS_254,Medecins 254,48.85062438922025,2.4291244220142807
MEDECINS_255,Medecins 255,48.834271343350565,2.4222525488009747
MEDECINS_256,Medecins 256,48.82765812740898,2.3129579934939697
MEDECINS_257,Medecins 257,48.8234980544565,2.297142005911176
MEDECINS_258,Medecins 258,48.83332805053344,2.357961143869031
MEDECINS_259,Medecins 259,48.89463567787953,2.2737583570098003
MEDECINS_260,Medecins 260,48.87812958742423,2.3007320778606064
MEDECINS_261,Medecins 261,48.853678571935866,2.343522504309958
MEDECINS_262,Medecins 262,48.838003441439604,2.2827257690825835
MEDECINS_263,Medecins 263,48.857929822966376,2.3451783394132475
MEDECINS_264,Medecins 264,48.848718321654985,2.2850944321477775
MEDECINS_265,Medecins 265,48.879360555184746,2.3700783210379113
MEDECINS_266,Medecins 266,48.85091615039775,2.3272831959426967
MEDECINS_267,Medecins 267,48.822296501736815,2.389649367592036
MEDECINS_268,Medecins 268,48.86083484758239,2.274895821304603
MEDECINS_269,Medecins 269,48.866170365777975,2.325619555593933
MEDECINS_270,Medecins 270,48.83431867034779,2.358705676007315
MEDECINS_271,Medecins 271,48.85053132410302,2.3204631189978526
MEDECINS_272,Medecins 272,48.84141907917486,2.4149161267521833
MEDECINS_273,Medecins 273,48.86583848729471,2.3125888293301378
MEDECINS_274,Medecins 274,48.8269811907312,2.27895786457609
MEDECINS_275,Medecins 275,48.87789994672536,2.3746116430908777
MEDECINS_276,Medecins 276,48.88707755938775,2.3398927931655584
MEDECINS_277,Medecins 277,48.88985854432121,2.3518959276491525
MEDECINS_278,Medecins 278,48.850152005242045,2.3315831032465737
MEDECINS_279,Medecins 279,48.85934620340892,2.4258306173118402
MEDECINS_280,Medecins 280,48.8312609133098,2.366845072621199
MEDECINS_281,Medecins 281,48.83017494790609,2.3442814118141646
MEDECINS_282,Medecins 282,48.8957341263168,2.375932700154003
MEDECINS_283,Medecins 283,48.89364477341801,2.355208578799372
MEDECINS_284,Medecins 284,48.85359817292797,2.316927867409374
MEDECINS_285,Medecins 285,48.86980580232135,2.288929204069072
MEDECINS_286,Medecins 286,48.8247065963929,2.275248193764621
MEDECINS_287,Medecins 287,48.87848356625737,2.300613834828744
MEDECINS_288,Medecins 288,48.826911026577946,2.3521508108514935
MEDECINS_289,Medecins 289,48.89126939227723,2.274665384339803
MEDECINS_290,Medecins 290,48.89601629556848,2.3418361482581305
MEDECINS_291,Medecins 291,48.86650922653651,2.320864571834591
MEDECINS_292,Medecins 292,48.87090965545181,2.2756792277999867
MEDECINS_293,Medecins 293,48.817475701666126,2.329960342439424
MEDECINS_294,Medecins 294,48.88254256074121,2.405093389839484
MEDECINS_295,Medecins 295,48.82033952414762,2.3464831371250403
MEDECINS_296,Medecins 296,48.894260244443636,2.4121217124250616
MEDECINS_297,Medecins 297,48.84056993379846,2.339019176250328
MEDECINS_298,Medecins 298,48.87213963840555,2.4019342040917624
MEDECINS_299,Medecins 299,48.88928266150807,2.406495636827844
MEDECINS_300,Medecins 300,48.8288129654329,2.3624371024381587
MEDECINS_301,Medecins 301,48.84654049114691,2.342933718001046
MEDECINS_302,Medecins 302,48.828661534264036,2.3738586643077446
MEDECINS_303,Medecins 303,48.83378838379299,2.349149681559551
MEDECINS_304,Medecins 304,48.877813933945774,2.4116651460012077
MEDECINS_305,Medecins 305,48.88114286430841,2.4228951929786806
MEDECINS_306,Medecins 306,48.87814757023525,2.272466038500422
MEDECINS_307,Medecins 307,48.82358610794464,2.2976222875012984
MEDECINS_308,Medecins 308,48.844058319248205,2.39743699071721
MEDECINS_309,Medecins 309,48.83700706606515,2.4101682484225493
MEDECINS_310,Medecins 310,48.868020670316064,2.3777480855275495
MEDECINS_311,Medecins 311,48.86899788580992,2.3910668650988645
MEDECINS_312,Medecins 312,48.883579518407785,2.356358446235653
MEDECINS_313,Medecins 313,48.89184286029708,2.3238539585808886
MEDECINS_314,Medecins 314,48.89376005918304,2.3636813225902995
MEDECINS_315,Medecins 315,48.8419254226234,2.3932129204386645
MEDECINS_316,Medecins 316,48.87901873256902,2.293811353692734
MEDECINS_317,Medecins 317,48.888522229351146,2.4157204309586993
MEDECINS_318,Medecins 318,48.84460160419636,2.3150654603943055
MEDECINS_319,Medecins 319,48.88090881031006,2.352310524069791
MEDECINS_320,Medecins 320,48.8914515187591,2.316040238612845
MEDECINS_321,Medecins 321,48.88115062286811,2.378601792963895
MEDECINS_322,Medecins 322,48.826571638401624,2.4048904145081633
MEDECINS_323,Medecins 323,48.82594768212743,2.3024690686838833
MEDECINS_324,Medecins 324,48.89247684430829,2.4014044593855326
MEDECINS_325,Medecins 325,48.851826495780855,2.404354123922687
MEDECINS_326,Medecins 326,48.83354688146748,2.379378291741525
MEDECINS_327,Medecins 327,48.84167952522505,2.344483406556612
MEDECINS_328,Medecins 328,48.850420196973005,2.356487823092466
MEDECINS_329,Medecins 329,48.836564218151544,2.422311575567849
MEDECINS_330,Medecins 330,48.84129966154696,2.278249954017235
MEDECINS_331,Medecins 331,48.88594514058623,2.3035722547296578
MEDECINS_332,Medecins 332,48.88716278493065,2.3292341067758158
MEDECINS_333,Medecins 333,48.88962081202695,2.3364405146817355
MEDECINS_334,Medecins 334,48.88867662756364,2.390335524397336
MEDECINS_335,Medecins 335,48.823167722788874,2.411974416048516
MEDECINS_336,Medecins 336,48.866161135964816,2.2802465869271025
MEDECINS_337,Medecins 337,48.8953402567604,2.4099967746705513
MEDECINS_338,Medecins 338,48.83419723081516,2.2987008600862757
MEDECINS_339,Medecins 339,48.84766301793478,2.3527476438396127
MEDECINS_340,Medecins 340,48.82273962077258,2.4035718029092608
MEDECINS_341,Medecins 341,48.829068647753544,2.3995790612144714
MEDECINS_342,Medecins 342,48.846881520962945,2.28656959483884
MEDECINS_343,Medecins 343,48.85034860240997,2.4124340610200745
MEDECINS_344,Medecins 344,48.878726549605815,2.3740467235373965
MEDECINS_345,Medecins 345,48.85604588619102,2.277101951487257
MEDECINS_346,Medecins 346,48.861409765230526,2.3291219481938286
MEDECINS_347,Medecins 347,48.832168887003625,2.3599062858771207
MEDECINS_348,Medecins 348,48.84043458440432,2.288998716889364
MEDECINS_349,Medecins 349,48.879821790129355,2.367871275385625
MEDECINS_350,Medecins 350,48.841185742747754,2.350706702684269
MEDECINS_351,Medecins 351,48.86468458445521,2.4164057307458817
MEDECINS_352,Medecins 352,48.8625562556078,2.400707747546507
MEDECINS_353,Medecins 353,48.83562771139897,2.3433637575625648
MEDECINS_354,Medecins 354,48.8264070460325,2.4004859495473836
MEDECINS_355,Medecins 355,48.86641744721731,2.351984502805303
MEDECINS_356,Medecins 356,48.84830790952616,2.3382688097051387
MEDECINS_357,Medecins 357,48.88994283298556,2.4033873163620396
MEDECINS_358,Medecins 358,48.8242191362869,2.377583799691703
MEDECINS_359,Medecins 359,48.85304277913764,2.414697879592361
MEDECINS_360,Medecins 360,48.825456963124644,2.2906986672219976
MEDECINS_361,Medecins 361,48.82744556750661,2.341923932222547
MEDECINS_362,Medecins 362,48.883379603165174,2.415865790485056
MEDECINS_363,Medecins 363,48.8893959634473,2.350288327009458
MEDECINS_364,Medecins 364,48.89011830435548,2.3778406438477626
MEDECINS_365,Medecins 365,48.87339372861669,2.412815364333896
MEDECINS_366,Medecins 366,48.85214898485477,2.295302931434456
MEDECINS_367,Medecins 367,48.83661864658353,2.353068035047101
MEDECINS_368,Medecins 368,48.892316434619616,2.3058619664286715
MEDECINS_369,Medecins 369,48.89412532242113,2.413088442952999
MEDECINS_370,Medecins 370,48.88473559036053,2.4258669607720864
MEDECINS_371,Medecins 371,48.86597673013147,2.3353356164535253
MEDECINS_372,Medecins 372,48.82739162384391,2.3571205401290096
MEDECINS_373,Medecins 373,48.818904459532156,2.3355995458095378
MEDECINS_374,Medecins 374,48.83861353258073,2.392421049447635
MEDECINS_375,Medecins 375,48.881746888355444,2.413138234962273
MEDECINS_376,Medecins 376,48.82710187988931,2.279400533137013
MEDECINS_377,Medecins 377,48.87624504757997,2.385704993481666
MEDECINS_378,Medecins 378,48.879931182958636,2.43042582589779
MEDECINS_379,Medecins 379,48.88620688537957,2.3299793227276924
MEDECINS_380,Medecins 380,48.84015321893937,2.3833517208848023
MEDECINS_381,Medecins 381,48.81670207775215,2.3827251677208787
MEDECINS_382,Medecins 382,48.84562650843737,2.2758340096626917
MEDECINS_383,Medecins 383,48.86229753312613,2.3967339863806156
MEDECINS_384,Medecins 384,48.89290341773734,2.4304575431745152
MEDECINS_385,Medecins 385,48.88295897901267,2.39741120848529
MEDECINS_386,Medecins 386,48.85829135714638,2.404068306628465
MEDECINS_387,Medecins 387,48.8168312547586,2.308077184532527
MEDECINS_388,Medecins 388,48.85833004785256,2.2980808529565313
MEDECINS_389,Medecins 389,48.84621796071117,2.3480970489650588
MEDECINS_390,Medecins 390,48.838392513048106,2.3231340231202227
MEDECINS_391,Medecins 391,48.81903089727031,2.3553933247919265
MEDECINS_392,Medecins 392,48.826573164428524,2.3571337519663285
MEDECINS_393,Medecins 393,48.878588833864754,2.417937815872641
MEDECINS_394,Medecins 394,48.85561584639407,2.3578887016187724
MEDECINS_395,Medecins 395,48.87668917516215,2.3602695382699292
MEDECINS_396,Medecins 396,48.86547846113896,2.326286105596193
MEDECINS_397,Medecins 397,48.82214352065813,2.3814157587034077
MEDECINS_398,Medecins 398,48.889536002036714,2.408495237597602
MEDECINS_399,Medecins 399,48.858087167095384,2.404427373758814
MEDECINS_400,Medecins 400,48.81984679982218,2.3181165043011016
MEDECINS_401,Medecins 401,48.87887962604971,2.4238212676273316
MEDECINS_402,Medecins 402,48.81709767418533,2.4201694437568095
MEDECINS_403,Medecins 403,48.822173809355434,2.317242955400404
MEDECINS_404,Medecins 404,48.86808387828509,2.392282559255304
MEDECINS_405,Medecins 405,48.84315323561622,2.285447786515851
MEDECINS_406,Medecins 406,48.85005928394917,2.29126140681914
MEDECINS_407,Medecins 407,48.875562405399194,2.3854278467885206
MEDECINS_408,Medecins 408,48.89385533456663,2.3746727303461097
MEDECINS_409,Medecins 409,48.873336107251376,2.295674182335359
MEDECINS_410,Medecins 410,48.8323342011116,2.343399633114339
MEDECINS_411,Medecins 411,48.82176025091993,2.3602188944819087
MEDECINS_412,Medecins 412,48.862126797096465,2.2818255797160827
MEDECINS_413,Medecins 413,48.85732843342735,2.2949385528991644
MEDECINS_414,Medecins 414,48.8887421288671,2.3577149161976516
MEDECINS_415,Medecins 415,48.82864498745811,2.4119567776084563
MEDECINS_416,Medecins 416,48.83137659908346,2.2976408227928773
MEDECINS_417,Medecins 417,48.878040974797486,2.3419044582435893
MEDECINS_418,Medecins 418,48.827087815077604,2.388798155916509
MEDECINS_419,Medecins 419,48.87368438986783,2.426720422874287
MEDECINS_420,Medecins 420,48.827501142962994,2.3928251232906903
MEDECINS_421,Medecins 421,48.85652299643485,2.3792077482079423
MEDECINS_422,Medecins 422,48.83378360364317,2.2896796749209187
MEDECINS_423,Medecins 423,48.86698346737034,2.4063789500511144
MEDECINS_424,Medecins 424,48.857532696336435,2.314685286478766
MEDECINS_425,Medecins 425,48.84046645739927,2.387749237561715
MEDECINS_426,Medecins 426,48.85866701267774,2.2915881843622086
MEDECINS_427,Medecins 427,48.87184429879412,2.4031944483417598
